Title Description,Standard Hours,Maximum Salary Rate
CAPTAIN D/A DEPUTY INSPECTOR (,40.0,172058.0
CAPTAIN D/A INSPECTOR (REC N/S,40.0,181172.0
CAPTAIN D/A DEPUTY CHIEF INSPE,40.0,190839.0
CAPTAIN DETAILED AS ASSISTANT,40.0,244820.0
CAPTAIN DETAILED AS CHIEF OF D,40.0,244820.0
CAPTAIN DETAILED AS CHIEF OF S,40.0,244820.0
CAPTAIN DETAILED AS CHIEF OF T,40.0,244820.0
CAPTAIN DETAILED AS CHIEF OF P,40.0,244820.0
CAPTAIN DETAILED AS CHIEF OF P,40.0,244820.0
CAPTAIN-MANAGERIAL DETAILS,40.0,244820.0
CAPTAIN DETAILED AS CHIEF OF C,40.0,244820.0
CHIEF OF DEPARTMENT,40.0,244820.0
CAPT DET CHIEF OF INTERNAL AFF,35.0,244820.0
CHIEF OF THE HOUSING BUREAU,40.0,244820.0
CAPT DET CHIEF OF THE TRANSIT,40.0,244820.0
CAPTAIN DETAILED AS CHIEF OF C,40.0,244820.0
CAPTAIN: CHIEF OF TRANSPORTATI,40.0,244820.0
CAPTAIN CHIEF OF COUNTERTERROR,40.0,244820.0
CAPTAIN-CHIEF OF COMMUNITY AFF,40.0,244820.0
CAPTAIN DETAILED AS CHIEF OF S,40.0,244820.0
CAPTAIN-CHIEF OF INTELLIGENCE,40.0,244820.0
CAPTAIN-CHIEF OF STAFF,40.0,244820.0
*SURGEON,40.0,142173.0
*SURGEON DETAILED AS DEPUTY CH,40.0,154851.0
SUPERVISING CHIEF SURGEON,40.0,244820.0
FIRE CADET,35.0,15.21
FIREFIGHTER,40.0,85292.0
PILOT,40.0,105926.0
WIPER (UNIFORMED),40.0,88400.0
MARINE ENGINEER (WITH LICENSE),40.0,94065.0
MARINE ENGINEER (WITH LICENSE),40.0,103195.0
LIEUTENANT (FIRE),40.0,109360.0
CAPTAIN (FIRE),40.0,125531.0
BATTALION CHIEF,40.0,163454.0
DEPUTY CHIEF(FIRE),40.0,181172.0
CHIEF OF DEPARTMENT (FDNY),40.0,244820.0
DEPUTY ASSISTANT CHIEF OF DEPA,40.0,244820.0
ASSISTANT CHIEF OF DEPARTMENT,40.0,244820.0
ASSISTANT CHIEF OF DEPT DESIGN,40.0,244820.0
FIRE MARSHAL (UNIFORMED),40.0,95527.0
SUPERVISING FIRE MARSHAL (UNIF,40.0,119596.0
SUPERVISING FIRE MARSHAL (UNIF,40.0,157752.0
ASSISTANT CHIEF FIRE MARSHAL (,40.0,244820.0
CHIEF FIRE MARSHAL (UNIFORMED),40.0,244820.0
SUPERVISING FM-MGL DET: CHIEF,40.0,244820.0
CORRECTION ADMINISTRATIVE AIDE,35.0,53619.0
CORRECTION OFFICER,40.0,85292.0
CAPTAIN (CORRECTION) TED < 11/,40.0,109360.0
WARDEN (CORRECTION)(MGRL ASSIG,40.0,244820.0
WARDEN-ASSISTANT DEPUTY WARDEN,40.0,125531.0
WARDEN-DEPUTY WARDEN,40.0,163644.0
WARDEN-DEPUTY WARDEN IN COMM T,40.0,172466.0
SPECIAL OFFICER (AQUEDUCT PATR,42.0,41362.0
ASSOCIATE SPECIAL OFFICER (AQU,42.0,48256.0
ASSOCIATE SPECIAL OFFICER (AQU,42.0,52396.0
SPECIAL OFFICER,40.0,46737.0
SPECIAL OFFICER,40.0,48745.0
ENVIRONMENTAL POLICE OFFICER,45.0,64397.0
ENVIRONMENTAL POLICE OFFICER,45.0,68886.0
ENVIRONMENTAL POLICE OFFICER,45.0,77070.0
SUPERVISING SPECIAL OFFICER,40.0,51993.0
SUPERVISING SPECIAL OFFICER,40.0,54226.0
SUPERVISING SPECIAL OFFICER,40.0,59754.0
SUPERVISING SPECIAL OFFICER,40.0,62320.0
SUPERVISING SPECIAL OFFICER,40.0,73715.0
SUPERVISING SPECIAL OFFICER,40.0,76881.0
ENVIRONMENTAL POLICE OFFICER-M,35.0,244820.0
DEPUTY DIRECTOR OF SECURITY,35.0,244820.0
DIRECTOR OF SECURITY (HRA/DSS,35.0,244820.0
FIRE ALARM DISPATCHER,40.0,63500.0
POLICE COMMUNICATIONS TECHNICI,35.0,51700.0
SUPERVISING POLICE COMMUNICATI,35.0,66590.0
PRINCIPAL POLICE COMMUNICATION,35.0,79713.0
PRINCIPAL POLICE COMMUNICATION,35.0,85106.0
PRINCIPAL POLICE COMMUNICATION,35.0,90500.0
EVIDENCE AND PROPERTY CONTROL,35.0,68416.0
EVIDENCE AND PROPERTY CONTROL,35.0,76519.0
SUPERVISING FIRE ALARM DISPATC,40.0,74282.0
SUPERVISING FIRE ALARM DISPATC,40.0,88498.0
SPVSG FAD-ASST COMMISS DETAIL,35.0,244820.0
SPVSG FAD-DIR DSPTCH OP DETAIL,35.0,244820.0
SPVSG FAD-DEP DIR DSPTCH DTAIL,35.0,244820.0
FINGERPRINT TECHNICIAN TRAINEE,35.0,35028.0
ASSOCIATE FINGERPRINT TECHNICI,35.0,46693.0
ASSOCIATE FINGERPRINT TECHNICI,35.0,53504.0
ASSOCIATE FINGERPRINT TECHNICI,35.0,60402.0
ASSOCIATE FINGERPRINT TECHNICI,35.0,73748.0
PRINCIPAL FINGERPRINT TECHNICI,35.0,66665.0
LIFE GUARD,40.0,125.05
LIFE GUARD,40.0,174.74
LIFE GUARD,40.0,133.49
LIFE GUARD,40.0,174.74
CHIEF LIFEGUARD,40.0,230.97
CHIEF LIFEGUARD,40.0,293.36
CHIEF LIFEGUARD,40.0,394.03
CHIEF LIFEGUARD,40.0,451.57
TRAFFIC ENFORCEMENT AGENT,40.0,41200.0
TRAFFIC ENFORCEMENT AGENT,40.0,43187.0
ASSOCIATE TRAFFIC ENFORCEMENT,40.0,51614.0
ASSOCIATE TRAFFIC ENFORCEMENT,40.0,60833.0
ASSOCIATE TRAFFIC ENFORCEMENT,40.0,74280.0
TRAFFIC ENFORCEMENT AGENT L3&4,40.0,46282.0
TRAFFIC ENFORCEMENT AGENT L3&4,40.0,49660.0
SANITATION ENFORCEMENT AGENT,40.0,41200.0
SANITATION ENFORCEMENT AGENT,40.0,46805.0
ASSOCIATE SANITATION ENFORCEME,40.0,47441.0
ASSOCIATE SANITATION ENFORCEME,40.0,55914.0
ASSOCIATE SANITATION ENFORCEME,40.0,68273.0
SANITATION COMPLIANCE AGENT,35.0,42102.0
REAL PROPERTY ASSISTANT,35.0,45455.0
REAL PROPERTY MANAGER,35.0,59878.0
REAL PROPERTY MANAGER,35.0,66280.0
REAL PROPERTY MANAGER,35.0,70892.0
ASSOCIATE REAL PROPERTY MANAGE,35.0,76190.0
ASSOCIATE REAL PROPERTY MANAGE,35.0,85503.0
SPACE ANALYST,35.0,79726.0
SPACE ANALYST,35.0,91347.0
HOUSING ASSISTANT (HA),35.0,58987.0
HOUSING ASSISTANT (BILINGUAL),35.0,58987.0
ASSISTANT HOUSING MANAGER (HA),35.0,72101.0
HOUSING MANAGER (HA),35.0,89304.0
DEPUTY DIRECTOR OF MANAGEMENT,35.0,196574.0
DIRECTOR OR MANAGEMENT,35.0,137387.0
DIRECTOR OF METHODS & ANALYSIS,35.0,137387.0
DIRECTOR OF INFORMATION SYSTEM,35.0,137387.0
DIRECTOR OF CONTRACT ADMINISTR,35.0,196574.0
DIRECTOR OF EQUAL OPPORTUNITY,35.0,137387.0
DIRECTOR OF PROGRAM PLANNING (,35.0,137387.0
DIR OF QUALITY & COST CONTROL,35.0,137387.0
DIRECTOR OF HUD ACQUIRED PROPE,35.0,137387.0
DIRECTOR OF HOUSING APPLICANTI,35.0,137387.0
DIRECTOR OF LEASED HOUSING (HA,35.0,137387.0
DIRECTOR OF GENERAL SERVICES (,35.0,137387.0
DIRECTOR OF REVIEW & COUNSELIN,35.0,137387.0
DIRECTOR OF AUDIT AND PROGRAM,35.0,234738.0
ASSISTANT RESIDENT BUILDING SU,40.0,70808.0
RESIDENT BUILDING SUPERINTENDE,35.0,87160.0
DIRECTOR OF PLANT OPERATIONS &,35.0,137387.0
CUSTODIAL SUPERVISOR,40.0,43833.0
SENIOR CUSTODIAL SUPERVISOR,40.0,48044.0
ASSISTANT PRINCIPAL CUSTODIAL,40.0,56026.0
PRINCIPAL CUSTODIAL SUPERVISOR,40.0,68420.0
CUSTODIAN,40.0,44974.0
CUSTODIAN,40.0,54176.0
CUSTODIAN,40.0,64406.0
CUSTODIAN,40.0,77401.0
CUSTODIAN (MANAGERIAL ASSIGNME,35.0,244820.0
JOB TRAINING PARTICIPANT,40.0,15.0
*ASSISTANT MAINTENANCE SUPERVI,35.0,67275.0
HOUSEKEEPER,35.0,46851.0
SENIOR HOUSEKEEPER,35.0,52251.0
SUPERVISING HOUSEKEEPER,35.0,59451.0
ASSISTANT LAUNDRY SUPERVISOR,40.0,52696.0
SUPERINTENDENT OF LAUNDRIES,40.0,71921.0
*WATCHPERSON,37.5,42726.0
*WATCHPERSON,40.0,42726.0
ASSOCIATE PARK SERVICE WORKER,40.0,62921.0
PARK SUPERVISOR,40.0,73429.0
PARK SUPERVISOR,40.0,83636.0
*PRINCIPAL PARK SUPERVISOR,40.0,72633.0
*PRINCIPAL PARK SUPERVISOR,40.0,83636.0
SUPERVISOR OF PARKS MAINTENANC,40.0,70570.0
CLIMBER & PRUNER,40.0,67081.0
COOPERATIVE EDUCATION TRAINEE-,35.0,15.85
GARDENER,40.0,60659.0
GARDENER,40.0,67081.0
SUPERVISING HOUSING GROUNDSKEE,40.0,60926.0
FORESTER,35.0,59823.0
FORESTER,35.0,71171.0
FERRY TERMINAL SUPERVISOR,40.0,74312.0
DOCKMASTER,40.0,62140.0
SUPERVISING DOCKMASTER,40.0,67093.0
CHIEF DOCKMASTER,40.0,71781.0
Assistant Caretaker (HA),40.0,36500.0
CHIEF CARETAKER (HA),40.0,48238.0
DIETARY AIDE,37.5,42815.0
DIETARY AIDE,40.0,42815.0
INSTITUTIONAL AIDE,35.0,42815.0
INSTITUTIONAL AIDE,37.5,42815.0
INSTITUTIONAL AIDE,40.0,42815.0
PUBLIC HEALTH ASSISTANT,35.0,46781.0
PUBLIC HEALTH ASSISTANT (SCHOO,35.0,25.6
HOSTLER,40.0,46151.0
ELEV MECHANIC'S HELPER TRAINEE,40.0,20089.0
*HOUSING CARETAKER (HA),40.0,40804.0
SUPERVISOR OF HOUSING CARETAKE,40.0,60926.0
*CUSTODIAL ASSISTANT,40.0,43376.0
EMERGENCY SERVICE AIDE (HA),40.0,43079.0
LABORATORY HELPER (COMPETITIVE,35.0,49196.0
LABORATORY HELPER,35.0,40406.0
LABORATORY HELPER,35.0,37835.0
LABORATORY HELPER,35.0,44490.0
LABORATORY HELPER,35.0,42724.0
LABORATORY HELPER,35.0,49196.0
ASSISTANT REAL ESTATE REPAIRER,35.0,22378.0
REAL ESTATE REPAIRER (DCAS),35.0,41136.0
COMMUNITY CENTER ATTENDANT,35.0,0.0
SCHOOL AIDE,35.0,19347.0
FAMILY AUXILIARY,35.0,0.0
EDUCATIONAL AUXILIARY,35.0,0.0
CASEWORKER (SSC PROTECTIVE UNI,35.0,31706.0
INTELLEGENCE RESEARCH MANAGER-,35.0,244820.0
CIVILIANIZATION MANAGER-PD,35.0,244820.0
DIRECTOR OF PHOTOGRAPHIC SERVI,35.0,244820.0
DIRECTOR OF SUPPORT SERVICES-P,35.0,244820.0
SCHOOL PLANT MANAGER (BOE),35.0,113500.0
AGENCY CHIEF CONTRACTING OFFIC,35.0,244820.0
INVESTIGATIVE MANAGER (CCRB),35.0,244820.0
ADMINISTRATIVE PROCUREMENT ANA,35.0,244820.0
FIRST DEPUTY COMMISSIONER (DCA,35.0,244820.0
ADMINISTRATIVE LA GUARDIA MANA,35.0,244820.0
ADMINISTRATIVE PROCUREMENT ANA,35.0,147388.0
ADMINISTRATIVE PSYCHOLOGIST,35.0,244820.0
ADMINISTRATIVE JUVENILE COUNSE,35.0,244820.0
ADMINISTRATIVE SANITATION ENFO,35.0,244820.0
TELECOMMUNICATION MANAGER,35.0,244820.0
ADMINISTRATIVE ACTUARY,35.0,244820.0
ADMINISTRATIVE RETIREMENT BENE,35.0,244820.0
MANAGER OF RADIO REPAIR OPERAT,35.0,244820.0
ADMINISTRATIVE DEPUTY REGISTER,35.0,244820.0
ADMINISTRATIVE PUBLIC HEALTH S,35.0,244820.0
TELECOMMUNICATIONS MANAGER (NO,35.0,168433.0
ADMINISTRATIVE RETIREMENTS BEN,35.0,186555.0
ADMINISTRATIVE PUBLIC HEALTH S,35.0,168433.0
MANAGER OF RADIO REPAIR OPERAT,35.0,168433.0
ADMINISTRATIVE CONSTRUCTION PR,35.0,244820.0
ADMINISTRATIVE LABOR RELATIONS,35.0,244820.0
ADMINISTRATIVE SUPERINTENDENT,35.0,244820.0
ADM CONSTRUCTION PRJ MGR-NM,35.0,141865.0
ADMINISTRATIVE CRIME LABORATOR,35.0,244820.0
ADMINISTRATIVE HOUSING DEVELOP,35.0,244820.0
ADMINISTRATIVE DIRECTOR OF MAR,35.0,244820.0
ADMINISTRATIVE PROJECT MANAGER,35.0,244820.0
ADM HOUSING DEV SPEC(NON MGRL),35.0,141865.0
ADMINISTRATIVE PROJECT MANAGER,35.0,144413.0
PLANNER: PRODUCTION CNTRL & SC,35.0,70045.0
HEALTH CARE PROGRAM PLANNER/AN,35.0,79294.0
SR HEALTHCARE PROG PLAN ANLYST,35.0,104711.0
SR HEALTHCARE PROG PLAN ANLYST,35.0,112399.0
ELECTION TRAINER (PART-TIME)-B,1.0,1.0
WASHER,37.5,43935.0
INSTITUTIONAL GARMENT WORKER,35.0,40823.0
LICENSED BARBER (CORRECTION),35.0,46084.0
POLICE ATTENDANT,40.0,41512.0
COOK,40.0,48947.0
BAKER,35.0,47626.0
SENIOR BAKER (CORRECTIONS),35.0,57705.0
SENIOR COOK,40.0,56469.0
SENIOR MEAT CUTTER,35.0,56267.0
FOOD SERVICE SUPERVISOR,35.0,47630.0
TELEVISION LIGHTING TECHNICIAN,35.0,53534.0
TELEVISON EQUIPMENT OPERATOR,35.0,53534.0
FILM MANAGER,35.0,78158.0
RADIO AND TELEVISION OPERATOR,35.0,50154.0
RADIO AND TELEVISION OPERATOR,35.0,62668.0
RADIO AND TELEVISION OPERATOR,35.0,68827.0
RADIO AND TELEVISION OPERATOR,35.0,38552.0
RADIO AND TELEVISION OPERATOR,35.0,42340.0
SUPERVISOR OF RADIO AND TELEVI,35.0,78158.0
SUPERVISOR OF RADIO AND TELEVI,35.0,90849.0
SUPERVISOR (PEST CONTROL),35.0,44215.0
SUPERVISOR (PEST CONTROL),35.0,54033.0
SUPERVISOR (PEST CONTROL),35.0,83105.0
EXTERMINATOR,35.0,44853.0
EXTERMINATOR,35.0,46199.0
EXTERMINATOR,35.0,48183.0
EXTERMINATOR,35.0,49454.0
EXTERMINATOR,35.0,49702.0
HOUSING EXTERMINATOR (HA),40.0,51031.0
HOUSING EXTERMINATOR-AL II & I,35.0,57051.0
HOUSING EXTERMINATOR-AL II & I,35.0,60058.0
HOUSING EXTERMINATOR-AL IV,35.0,85752.0
SUPV OF HOUSING EXTERMINATOR (,35.0,57051.0
SUPV OF HOUSING EXTERMINATOR (,35.0,60058.0
SUPV OF HOUSING EXTERMINATORS,35.0,80000.0
REPAIR CREW WORKER (HDA),35.0,42001.0
REPAIR CREW CHIEF (HDA),35.0,53389.0
SENIOR REPAIR CREW CHIEF (HDA),35.0,69873.0
REPAIR SHOP MANAGER (HDA),35.0,75980.0
FILM INSPECTION ASSISTANT,35.0,0.0
PHOTOGRAPHER,35.0,57316.0
PHOTOGRAPHER AND PHOTOSTAT OPE,35.0,48664.0
PHOTOGRAPHER AND PHOTOSTAT OPE,40.0,48664.0
ASSISTANT MEDIA SERVICES TECHN,35.0,36913.0
MEDIA SERVICES TECHNICIAN,35.0,54280.0
MEDIA SERVICES TECHNICIAN,35.0,63694.0
MEDIA SERVICES TECHNICIAN,35.0,69609.0
SENIOR PHOTOGRAPHER,35.0,71595.0
CITY PARK WORKER,40.0,52353.0
CITY PARKING EQUIPMENT SERVICE,40.0,50359.0
CITY PARKING EQUIPMENT SERVICE,40.0,53749.0
CITY PEST CONTROL AIDE,35.0,37613.0
CITY CUSTODIAL ASSISTANT,40.0,43376.0
CARETAKER (HA),40.0,43079.0
CITY ATTENDANT,40.0,41830.0
CITY ELEVATOR OPERATOR,40.0,45339.0
CITY SECURITY AIDE,40.0,41830.0
MEDICAL EQUIPMENT SPECIALIST,35.0,74115.0
ASSISTANT CITY HIGHWAY REPAIRE,40.0,59550.0
MAINTENANCE WORKER,40.0,29.0
MAINTENANCE WORKER,40.0,33742.0
CITY DEBRIS REMOVER,40.0,41745.0
CITY LABORER,40.0,35.19
CARRIAGE UPHOLSTERER,40.0,33.35
CLOCK REPAIRER,40.0,30.75
DOOR STOP MAINTAINER,40.0,25.92
ELEVATOR MECHANIC,40.0,49.81
ELEVATOR MECHANIC HELPER,40.0,49.81
GLAZIER,35.0,42.21
LOCKSMITH,40.0,31.87
RADIO REPAIR MECHANIC,40.0,52.71
RIGGER,40.0,50.52
ROOFER,35.0,42.39
RUBBER TIRE REPAIRER,40.0,27.95
SCHOOL EQUIPMENT MAINTAINER,35.0,24629.0
SEWAGE TREATMENT WORKER,40.0,43.55
SHOEMAKER,35.0,42750.0
APPRENTICE (CONSTRUCTION LABOR,40.0,27.02
WINDOW SHADE REPAIRER,40.0,27386.0
BOILER MAKER,40.0,48.24
CONSTRUCTION LABORER,40.0,44.04
SUPERVISOR OF RADIO REPAIR OPE,40.0,86158.0
SUPERVISOR DOOR STOP MAINTAINE,40.0,28.61
SUPERVISOR LOCKSMITH,40.0,39.92
SENIOR SEWAGE TREATMENT WORKER,40.0,47.99
SUPERVISOR ELEVATOR MECHANIC,40.0,49.81
SUPERVISOR OF MECHANICS,40.0,62.11
SUPERVISOR ROOFER,35.0,43.72
SUPERVISOR BOILER MAKER,40.0,55.09
SUPERVISOR GLAZIER,35.0,43.36
SUPERVISOR (WINDOW SHADE REPAI,40.0,31620.0
SENIOR OFFICE APPLIANCE MAINTA,35.0,53619.0
COOPERATIVE EDUCATION TRAINEE,35.0,15.85
SUPERVISOR OF TRAFFIC DEVICE M,40.0,68549.0
SUP TRAFFIC DEVICE MAINT L2&L3,35.0,73105.0
SUP TRAFFIC DEVICE MAINT L2&L3,35.0,78494.0
TRAFFIC DEVICE MAINTAINER,40.0,62091.0
INSTRUMENTATION SPECIALIST TRA,35.0,45394.0
INSTRUMENTATION SPECIALIST,35.0,51765.0
INSTRUMENTATION SPECIALIST,35.0,62958.0
INSTRUMENTATION SPECIALIST,35.0,71352.0
WATERSHED MAINTAINER,40.0,58269.0
WATER TREATMENT PLANT OPERATOR,40.0,56000.0
WATER TREATMENT PLANT OPERATOR,40.0,72000.0
WATER TREATMENT PLANT OPERATOR,40.0,105000.0
BRIDGE OPERATOR,40.0,46669.0
BRIDGE OPERATOR,40.0,54291.0
BRIDGE OPERATOR,40.0,56832.0
BRIDGE OPERATOR,40.0,64282.0
MOTOR GRADER OPERATOR,40.0,55.98
MOTOR VEHICLE OPERATOR,40.0,48473.0
TRACTOR OPERATOR (5 DAY OPERAT,40.0,55.98
CHAUFFEUR-ATTENDANT,35.0,55157.0
CHAUFFEUR-ATTENDANT,40.0,55157.0
METAL WORK MECHANIC,40.0,84906.0
MOTOR VEHICLE SUPERVISOR,40.0,56287.0
MOTOR VEHICLE SUPERVISOR,40.0,60393.0
OIL BURNER SPECIALIST,40.0,65585.0
CHAUFFEUR-ATTENDANT (LPC),35.0,200000.0
CHAUFFEUR (BUILDINGS),35.0,62577.0
CHAUFFEUR-ATTENDANT (HA),35.0,55157.0
HELICOPTER PILOT (DEP),35.0,81800.0
SUPERVISOR OF MOTOR TRANSPORT,40.0,67205.0
SUPERVISOR OF MOTOR TRANSPORT,40.0,72016.0
SUPERVISOR (WATER & SEWER SYST,40.0,93583.0
DISTRICT SUPERVISOR (WATER & S,40.0,98262.0
SUPERVISOR,40.0,66056.0
SUPERVISOR,40.0,76063.0
SUPERVISOR (WATERSHED MAINTENA,40.0,76810.0
SUPERVISOR (WATERSHED MAINTENA,40.0,83820.0
SUPERVISOR (WATERSHED MAINTENA,40.0,92318.0
DISTRICT SUPERVISOR,40.0,83071.0
AREA SUPERVISOR (HIGHWAY MAINT,40.0,105313.0
AREA SUPERVISOR (HIGHWAY MAINT,40.0,111388.0
SUPERINTENDENT OF CONSTRUCTION,35.0,95270.0
GENERAL SUPERINTENDENT OF CONS,35.0,102577.0
DIRECTOR (DIVISION OF MAINTENA,35.0,113500.0
DIRECTOR (DIVISION OF DESIGN A,35.0,113500.0
EXECUTIVE DIRECTOR (SCHOOL BUI,35.0,113500.0
CITY SERVICE AIDE,35.0,14.85
CITY SERVICE AIDE,35.0,15.0
CITY SERVICE AIDE,35.0,10494.0
CITY SERVICE AIDE,35.0,23000.0
CITY SEASONAL AIDE,35.0,18.77
CITY SEASONAL AIDE,40.0,18.77
CITY SEASONAL AIDE (DOS ONLY),35.0,17.05
GRAPHIC ARTIST,35.0,57924.0
GRAPHIC ARTIST,35.0,69365.0
GRAPHIC ARTIST,35.0,90513.0
GRAPHIC ARTIST,35.0,75068.0
GRAPHIC ARTIST,35.0,97233.0
MONUMENTS OFFICER,35.0,96000.0
MARINER,40.0,66791.0
ASSISTANT CAPTAIN,32.0,63014.0
CAPTAIN (FERRY),32.0,70926.0
CAPTAIN (SLUDGE BOAT),40.0,91109.0
CHIEF MARINE ENGINEER,32.0,68789.0
CHIEF MARINE ENGINEER (DIESEL),40.0,85029.0
CHIEF MARINE ENGINEER (DC),40.0,68789.0
DECKHAND,32.0,55024.0
MARINE ENGINEER (DIESEL),40.0,75145.0
MARINE ENGINEER (DIESEL),40.0,80570.0
MARINE ENGINEER,32.0,64231.0
MARINE ENGINEER (DC),32.0,64231.0
MARINE OILER,32.0,66791.0
MARINE OILER,40.0,66791.0
MARINE OILER(FERRY OPERATIONS),32.0,57161.0
MARINE OILER (DEPT OF CORRECTI,32.0,57161.0
MARINE SOUNDER,35.0,51825.0
MATE (DC),32.0,57875.0
MATE,32.0,57875.0
LAUNCH OPERATOR/WATER POLLUTIO,32.0,60182.0
MARINE ELECTRONICS TECHNICIAN,40.0,124343.0
PORT MARINE ENGINEER (DOT),35.0,104932.0
MARINE ELECTRONICS TECHNICIAN,40.0,124343.0
PORT MARINE ENGINEER (DEP),35.0,104932.0
ASPHALT PLANT MANAGER (DOT),35.0,244820.0
MATE (DEP),40.0,72993.0
MATE (DEP),40.0,77128.0
MATE (DEP),40.0,80570.0
CRANE OPERATOR (ANY MOTIVE POW,40.0,56.31
GASOLINE ROLLER ENGINEER,40.0,422.43
HEATING PLANT TECHNICIAN (HA),40.0,50379.0
OILER,40.0,57.17
HIGH PRESSURE BOILER OPERATOR,45.0,46.79
CUSTODIAN ENGINEER (BOE),40.0,62806.0
CUSTODIAN ENGINEER (BOE),40.0,82371.0
SENIOR STATIONARY ENGINEER,40.0,67.39
SENIOR STATIONARY ENGINEER,40.0,68.54
SENIOR STATIONARY ENGINEER,40.0,69.49
SENIOR STATIONARY ENGINEER,40.0,70.36
SENIOR STATIONARY ENGINEER,40.0,72.21
SENIOR STATIONARY ENGINEER (EL,40.0,69.35
SENIOR STATIONARY ENGINEER (EL,40.0,95735.0
SENIOR STATIONARY ENGINEER (EL,40.0,97530.0
SENIOR STATIONARY ENGINEER (EL,40.0,99013.0
SENIOR STATIONARY ENGINEER (EL,40.0,100370.0
SENIOR STATIONARY ENGINEER (EL,40.0,100997.0
SENIOR STATIONARY ENGINEER (EL,40.0,103252.0
SENIOR STATIONARY ENGINEER (EL,40.0,108492.0
SENIOR STATIONARY ENGINEER (EL,40.0,109850.0
SENIOR STATIONARY ENGINEER (EL,40.0,110476.0
STATIONARY ENGINEER,40.0,57.23
STATIONARY ENGINEER,40.0,60.84
STATIONARY ENGINEER (ELECTRIC),40.0,62.74
*PLANT MAINTAINER (HOSP) OILER,40.0,57.17
HIGH PRESSURE PLANT TENDER,40.0,35.0
AREA MANAGER OF SCHOOL MAINTEN,35.0,244820.0
ELECTRICIAN,35.0,58.54
ELECTRICIAN,40.0,58.54
ELECTRICIAN (AUTOMOBILE),40.0,40.3
ELECTRICIANS HELPER,35.0,37.15
COMMUNICATION ELECTRICIAN,40.0,49.6
SUPERVISING COMMUNICATION ELEC,40.0,54.06
SENIOR SUPERVISOR COMMUNICATIO,40.0,56.44
SUPERVISOR ELECTRICIAN,35.0,63.04
BRIDGE PAINTER,35.0,44.0
LETTERER AND SIGN PAINTER,37.5,34.0
PAINTER,35.0,41.79
PAINTER,40.0,41.79
SUPERVISOR BRIDGE PAINTER,35.0,50.29
SUPERVISOR PAINTER,35.0,47.76
SUPERVISOR PAINTER,35.0,73080.0
SUPERVISOR PAINTER,37.5,47.76
PIPE CAULKER,35.0,46.01
PLUMBER,35.0,52.79
PLUMBER,40.0,52.79
PLUMBER'S HELPER,35.0,36.95
STEAM FITTER,35.0,55.0
STEAM FITTER'S HELPER,35.0,41.25
THERMOSTAT REPAIRER,35.0,52.79
SUPERVISOR THERMOSTAT REPAIR,35.0,55.29
SUPERVISOR STEAMFITTER,35.0,57.0
SUPERVISOR PLUMBER,35.0,55.29
SUPERVISOR PLUMBER,40.0,55.29
CARPENTER,35.0,52.02
DOCKBUILDER,40.0,50.43
SHIP CARPENTER,40.0,52.02
SUPERVISOR CARPENTER,35.0,55.15
SUPERVISOR CARPENTER,40.0,55.15
SUPERVISOR DOCKBUILDER,40.0,53.56
SUPERVISOR SHIP CARPENTER,40.0,55.15
BOOKBINDER,35.0,58166.0
BOOKBINDER’S SEAMSTRESS,35.0,38551.0
COMPOSITOR (JOB),40.0,55.96
ASSISTANT PRINTING PRESS OPERA,35.0,65105.0
PRINTING PRESS OPERATOR,40.0,40.77
SUPERVISING BOOKBINDER,35.0,66345.0
BRICKLAYER,35.0,50.54
CEMENT MASON,35.0,44.67
CEMENT MASON,40.0,44.67
MASONS HELPER,35.0,36.32
PLASTERER,35.0,44.82
PLASTERER,40.0,44.82
LANDMARKS PRESERVATIONIST,35.0,78194.0
LANDMARKS PRESERVATIONIST,35.0,89362.0
ASSOCIATE LANDMARKS PRESERVATI,35.0,91539.0
URBAN ARCHEOLOGIST,35.0,80121.0
SUPERVISOR BRICKLAYER,35.0,56.21
SUPERVISOR PLASTERER,35.0,46.01
SUPERVISOR PLASTERER,40.0,46.01
BLACKSMITH,40.0,48.24
BLACKSMITH'S HELPER,40.0,36.18
BRIDGE REPAIRER AND RIVETER,40.0,40.69
HORSESHOER,40.0,32.22
SHEET METAL WORKER,35.0,53.79
SHEET METAL WORKER,40.0,53.79
SUPERVISOR SHEET METAL WORKER,35.0,57.04
WELDER,40.0,63.68
SUPERVISOR BRIDGE REPAIRER AND,40.0,41.78
SUPERVISOR OF IRONWORK,40.0,122211.0
HIGHWAY REPAIRER,40.0,47.58
SUPERVISOR HIGHWAY REPAIRER,40.0,46.5
AUTO BODY WORKER,40.0,60675.0
AUTO  MACHINIST,40.0,40.3
COOPERATIVE EDUCATION TRAINEE,35.0,15.85
AUTOMOTIVE SERVICE WORKER,40.0,35680.0
AUTOMOTIVE SERVICE WORKER,40.0,39392.0
AUTOMOTIVE SERVICE WORKER,40.0,50505.0
AUTO MECHANIC,40.0,37.03
AUTO MECHANIC,40.0,40.3
AUTO MECHANIC (DIESEL),40.0,40.3
HELICOPTER MECHANIC (DEP),35.0,81800.0
SUPERVISOR OF MECHANICS(MECHAN,40.0,118348.0
SUPERVISOR OF MECHANICS(MECHAN,40.0,160689.0
SUPERVISOR OF MECHANICS-ME MGL,35.0,244820.0
DIRECTOR OF MOTOR TRANSPORT (P,35.0,164339.0
MARINE MAINTENANCE MECHANIC,35.0,81017.0
